Student,Paper,Country,Site,Latitude,Longitude,Biome,Study_Type,Experimental_Unit,Database,Response_Type,Genus,Species,Experimental_Treatment,Magnitude,Year_Sampled_Start,Year_Sampled_End,Mean_Sample_Year,Total_Years,Range_Years,Data_Thief,Method,Mean_LeafFall,LeafFall50_measured,LeafFall80_measured,LeafFall90_measured,LeafFall10_fit,LeafFall50_fit,LeafFall75_fit,LeafFall80_fit,LeafColor_50,ColorChange_10_90,LeafColor_measured,LeafFall100_meaured,LeafFall100_fit,LAI_zero,LeafFall75_measured,LeafFall_1_50_BBCH94,EddyCovariance,ColorChange_10_90,Px_40,Increase_PAR_ratio,Increase_PAR_trans,Px_0,Plateau_PAR_trans,Plateau_PAR_ratio,NDVI,NDVI_0.6,Photo_Green_Index,Photo_Peak Red_Index,SPAD,Begin_Abscisission,Pheno_Scale_4,Landsat_50cover,Chlorophyll_50,Amax_50,Peak_color_change,50_percent_green,50_percent_yellow,Zero_green,Vitasse_Date,NDII_0.2,MTCI,LeafFall87.5_measured,Reported_slope_yr,Reported_slope_C
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,40,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,16,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.81,2.3
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,41,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-4.63,0.58
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,42,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,16,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,10.82,4.35
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,43,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.52,6.29
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,44,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,20,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.33,2.12
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,45,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,16,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.97,6.42
Rigden,Chen_and_Xu_2012_IntJBiometeorol,China,46,na,na,temperate,Observational,individual tree,TRUE,slope,Ulmus,pumila,reference,reference,1986,2005,na,19,20,NO,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.46,-1.74
Sanders-DeMott,Gordo_and_Sanz_2009_GlobChangeBiol,Spain,Spain,na,na,mediterranean,Observational,multiple tree,TRUE,slope,Prunus,persica,reference,na,1973,2012,na,30,30,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.115,na
Sanders-DeMott,Gordo_and_Sanz_2009_GlobChangeBiol,Spain,Spain,na,na,mediterranean,Observational,multiple tree,TRUE,slope,Prunus,armeniaca,reference,na,1973,2012,na,30,30,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.044,na
Sanders-DeMott,Gordo_and_Sanz_2009_GlobChangeBiol,Spain,Spain,na,na,mediterranean,Observational,multiple tree,TRUE,slope,Ficus,carica,reference,na,1973,2012,na,30,30,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.115,na
Sanders-DeMott,Gordo_and_Sanz_2009_GlobChangeBiol,Spain,Spain,na,na,mediterranean,Observational,multiple tree,TRUE,slope,Betula,pendula,reference,na,1973,2012,na,30,30,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.066,na
Sanders-DeMott,Gordo_and_Sanz_2009_GlobChangeBiol,Spain,Spain,na,na,mediterranean,Observational,multiple tree,TRUE,slope,Malus,domestica,reference,na,1973,2012,na,30,30,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.117,na
Sanders-DeMott,Gordo_and_Sanz_2009_GlobChangeBiol,Spain,Spain,na,na,mediterranean,Observational,multiple tree,TRUE,slope,Cydonia,oblonga,reference,na,1973,2012,na,30,30,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.085,na
Sanders-DeMott,Gordo_and_Sanz_2009_GlobChangeBiol,Spain,Spain,na,na,mediterranean,Observational,multiple tree,TRUE,slope,Salix,alba,reference,na,1973,2012,na,30,30,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.091,na
Sanders-DeMott,Kunz_and_Blanke_2011_ConferencePaper,Germany,University of Bonn,50.7339,7.1022,temperate,Observational,multiple tree,FALSE,slope,Malus,domestica,reference,na,1958,2008,na,50,50,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-0.08,na
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,1,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.13
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,5,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.18
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,6,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.16
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,7,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.39
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,8,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.73
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,9,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.6
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,10,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.91
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,11,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.8
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,12,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.45
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,13,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.75
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,14,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.41
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,16,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.59
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,17,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.19
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,19,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.74
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,20,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.79
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,21,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.44
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,22,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.94
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,23,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.33
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,24,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.39
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,25,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.48
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,17,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.19
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,19,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.74
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,20,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.79
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,21,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.44
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,22,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.94
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,23,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.33
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,24,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.39
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,25,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.48
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,27,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.28
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,28,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13.63
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,31,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.48
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,32,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.15
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,33,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.83
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,34,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.53
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,35,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.62
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,36,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.05
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,37,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.17
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,38,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.64
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,39,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.95
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,40,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.43
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,42,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.72
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,43,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.95
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,44,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.98
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,45,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.34
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,46,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.48
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,47,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.27
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,48,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.69
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,49,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.69
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,50,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.23
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,52,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.63
Sanders-DeMott,Matsumoto_etal_2003_GlobalChangeBiol,Japan,54,na,na,temperate,Observational,multiple tree,TRUE,slope,Ginko,biloba,reference,na,1953,2000,na,> 25,1953_2000,FALSE,ground_observation_leaffall,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.91
